facility_group,risk_clean,code_era,violation_number,violation_title,n_failed_inspections
Unknown,Risk 3 (Low),pre_2018_code,11,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED",2
Social Service / Shelter,Risk 1 (High),2018_code,51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,2
Convenience / Gas Station,Risk 3 (Low),2018_code,57,ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING,2
Special Event / Venue,Risk 1 (High),pre_2018_code,29,PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090,2
School,Risk 2 (Medium),2018_code,52,SEWAGE & WASTE WATER PROPERLY DISPOSED,2
Other,Risk 1 (High),pre_2018_code,41,"PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING EQUIPMENT PROPERLY STORED",2
Restaurant,Risk 2 (Medium),2018_code,63,REMOVAL OF SUSPENSION SIGN,2
Social Service / Shelter,Risk 1 (High),pre_2018_code,30,"FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED",2
Mobile Food,Risk 1 (High),2018_code,51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,2
Convenience / Gas Station,Risk 2 (Medium),2018_code,23,PROPER DATE MARKING AND DISPOSITION,2
Bakery,Risk 1 (High),2018_code,8,HANDS CLEAN & PROPERLY WASHED,2
Mobile Food,Risk 1 (High),pre_2018_code,24,"DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED",2
Wholesale / Warehouse / Commissary,Risk 2 (Medium),pre_2018_code,6,"HANDS WASHED AND CLEANED, GOOD HYGIENIC PRACTICES; NO BARE HAND CONTACT WITH READY-TO-EAT FOODS.",2
Special Event / Venue,Risk 2 (Medium),pre_2018_code,9,"WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE",2
Convenience / Gas Station,Risk 3 (Low),2018_code,44,"UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED",2
School,Risk 2 (Medium),2018_code,57,ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING,2
Other,Risk 1 (High),pre_2018_code,21,* CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED,2
Wholesale / Warehouse / Commissary,Risk 3 (Low),pre_2018_code,12,"HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA",2
Catering / Banquet,Risk 3 (Low),pre_2018_code,34,"FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED",2
Grocery Store,Risk 1 (High),2018_code,18,PROPER COOKING TIME & TEMPERATURES,2
Social Service / Shelter,Risk 3 (Low),2018_code,55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN",2
Wholesale / Warehouse / Commissary,Risk 3 (Low),2018_code,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",2
Restaurant,Risk 1 (High),2018_code,7,"NO DISCHARGE FROM EYES, NOSE, AND MOUTH",2
Grocery Store,Risk 1 (High),2018_code,24,TIME AS A PUBLIC HEALTH CONTROL; PROCEDURES & RECORDS,2
Wholesale / Warehouse / Commissary,Risk 2 (Medium),pre_2018_code,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE",2
Wholesale / Warehouse / Commissary,Risk 2 (Medium),2018_code,54,GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED,2
Other,Risk 3 (Low),2018_code,39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY",2
Mobile Food,Risk 2 (Medium),2018_code,41,WIPING CLOTHS: PROPERLY USED & STORED,2
Bakery,Risk 1 (High),2018_code,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",2
Wholesale / Warehouse / Commissary,Risk 1 (High),pre_2018_code,31,CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES,2
Special Event / Venue,Risk 1 (High),2018_code,33,PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL,2
Restaurant,Risk 2 (Medium),2018_code,18,PROPER COOKING TIME & TEMPERATURES,2
Special Event / Venue,Risk 1 (High),2018_code,1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",2
Mobile Food,Risk 1 (High),2018_code,52,SEWAGE & WASTE WATER PROPERLY DISPOSED,2
Convenience / Gas Station,Risk 2 (Medium),2018_code,33,PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL,2
School,Risk 2 (Medium),2018_code,16,FOOD-CONTACT SURFACES: CLEANED & SANITIZED,2
Bakery,Risk 2 (Medium),2018_code,28,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, & USED",2
Unknown,Risk 1 (High),pre_2018_code,35,"WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS",2
Childcare / Daycare,Risk 2 (Medium),pre_2018_code,34,"FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED",2
Mobile Food,Risk 1 (High),2018_code,57,ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING,2
Catering / Banquet,Risk 1 (High),2018_code,21,PROPER HOT HOLDING TEMPERATURES,2
Convenience / Gas Station,Risk 2 (Medium),pre_2018_code,21,* CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED,2
Grocery Store,Risk 3 (Low),2018_code,19,PROPER REHEATING PROCEDURES FOR HOT HOLDING,2
Catering / Banquet,Risk 1 (High),2018_code,61,SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC,2
Mobile Food,Risk 3 (Low),pre_2018_code,21,* CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED,2
Other,Risk 2 (Medium),pre_2018_code,21,* CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED,2
Catering / Banquet,Risk 2 (Medium),2018_code,47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",2
Convenience / Gas Station,Risk 2 (Medium),2018_code,22,PROPER COLD HOLDING TEMPERATURES,2
Other,Risk 2 (Medium),2018_code,61,SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC,2
School,Risk 2 (Medium),pre_2018_code,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE",2
Special Event / Venue,Risk 2 (Medium),pre_2018_code,70,NO SMOKING REGULATIONS,2
Restaurant,Risk 2 (Medium),pre_2018_code,23,"DISHES AND UTENSILS FLUSHED, SCRAPED, SOAKED",2
School,Risk 1 (High),pre_2018_code,25,"TOXIC ITEMS PROPERLY STORED, LABELED AND USED",2
School,Risk 2 (Medium),pre_2018_code,42,APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN,2
Restaurant,Risk 3 (Low),2018_code,23,PROPER DATE MARKING AND DISPOSITION,2
Social Service / Shelter,Risk 1 (High),2018_code,45,SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED,2
Bar / Tavern / Liquor,Risk 1 (High),pre_2018_code,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",2
Bakery,Risk 2 (Medium),2018_code,9,NO BARE HAND CONTACT WITH RTE FOOD OR A PRE-APPROVED ALTERNATIVE PROCEDURE PROPERLY ALLOWED,2
Bar / Tavern / Liquor,Risk 2 (Medium),pre_2018_code,41,"PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING EQUIPMENT PROPERLY STORED",2
Wholesale / Warehouse / Commissary,Risk 2 (Medium),2018_code,53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED",2
Long Term Care / Health,Risk 1 (High),pre_2018_code,7,WASH AND RINSE WATER: CLEAN AND PROPER TEMPERATURE,2
Special Event / Venue,Risk 1 (High),2018_code,60,PREVIOUS CORE VIOLATION CORRECTED,2
Special Event / Venue,Risk 2 (Medium),2018_code,2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE,2
School,Risk 2 (Medium),pre_2018_code,30,"FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED",2
Other,Risk 1 (High),pre_2018_code,32,"FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED",2
Social Service / Shelter,Risk 1 (High),pre_2018_code,24,"DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED",2
Special Event / Venue,Risk 3 (Low),pre_2018_code,24,"DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED",2
School,Risk 1 (High),2018_code,46,GLOVES USED PROPERLY,2
Unknown,Risk 3 (Low),pre_2018_code,13,"NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS",2
Social Service / Shelter,Risk 2 (Medium),pre_2018_code,26,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED",2
Catering / Banquet,Risk 1 (High),2018_code,59,PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED,2
Social Service / Shelter,Risk 2 (Medium),pre_2018_code,32,"FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED",2
Bar / Tavern / Liquor,Risk 3 (Low),pre_2018_code,45,FOOD HANDLER REQUIREMENTS MET,2
Mobile Food,Risk 1 (High),2018_code,5,PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS,2
Mobile Food,Risk 2 (Medium),2018_code,11,FOOD OBTAINED FROM APPROVED SOURCE,2
Special Event / Venue,Risk 3 (Low),pre_2018_code,70,NO SMOKING REGULATIONS,2
Bakery,Risk 2 (Medium),2018_code,15,FOOD SEPARATED AND PROTECTED,2
Wholesale / Warehouse / Commissary,Risk 3 (Low),pre_2018_code,1,"SOURCE SOUND CONDITION, NO SPOILAGE, FOODS PROPERLY LABELED, SHELLFISH TAGS IN PLACE",2
School,Risk 2 (Medium),pre_2018_code,44,ONLY AUTHORIZED PERSONNEL IN THE FOOD-PREP AREA,1
Convenience / Gas Station,Risk 2 (Medium),2018_code,45,SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED,1
Unknown,Risk 2 (Medium),2018_code,47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",1
Catering / Banquet,Risk 2 (Medium),2018_code,56,ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED,1
Special Event / Venue,Risk 2 (Medium),pre_2018_code,4,"SOURCE OF CROSS CONTAMINATION CONTROLLED I.E. CUTTING BOARDS, FOOD HANDLERS, UTENSILS, ETC",1
Bar / Tavern / Liquor,Risk 2 (Medium),2018_code,62,COMPLIANCE WITH CLEAN INDOOR AIR ORDINANCE,1
School,Risk 2 (Medium),pre_2018_code,12,"HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA",1
Institutional Dining,Risk 1 (High),2018_code,51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,1
Bar / Tavern / Liquor,Risk 1 (High),pre_2018_code,10,"SEWAGE AND WASTE WATER DISPOSAL, NO BACK SIPHONAGE, CROSS CONNECTION AND/OR BACK FLOW",1
Unknown,Risk 3 (Low),2018_code,13,"FOOD IN GOOD CONDITION, SAFE, & UNADULTERATED",1
Bar / Tavern / Liquor,Risk 1 (High),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,1
Social Service / Shelter,Risk 1 (High),2018_code,36,THERMOMETERS PROVIDED & ACCURATE,1
Mobile Food,Risk 1 (High),2018_code,45,SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED,1
Grocery Store,Risk 1 (High),2018_code,63,REMOVAL OF SUSPENSION SIGN,1
Wholesale / Warehouse / Commissary,Risk 2 (Medium),2018_code,8,HANDS CLEAN & PROPERLY WASHED,1
Bakery,Risk 2 (Medium),2018_code,24,TIME AS A PUBLIC HEALTH CONTROL; PROCEDURES & RECORDS,1
Mobile Food,Risk 2 (Medium),2018_code,44,"UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED",1
Social Service / Shelter,Risk 2 (Medium),2018_code,56,ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED,1
Mobile Food,Risk 3 (Low),2018_code,2,CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE,1
Other,Risk 2 (Medium),2018_code,60,PREVIOUS CORE VIOLATION CORRECTED,1
Bakery,Risk 3 (Low),2018_code,47,"FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED",1
Catering / Banquet,Risk 3 (Low),2018_code,33,PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL,1
Bar / Tavern / Liquor,Risk 1 (High),2018_code,3,"MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING",1
Wholesale / Warehouse / Commissary,Risk 1 (High),2018_code,22,PROPER COLD HOLDING TEMPERATURES,1
Other,Risk 2 (Medium),pre_2018_code,24,"DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED",1
Restaurant,Risk 3 (Low),2018_code,44,"UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED",1
Social Service / Shelter,Risk 2 (Medium),pre_2018_code,21,* CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED,1
School,Risk 3 (Low),2018_code,39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY",1
Convenience / Gas Station,Risk 2 (Medium),pre_2018_code,29,PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090,1
Unknown,Risk 2 (Medium),2018_code,57,ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING,1
Unknown,Risk 2 (Medium),pre_2018_code,41,"PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING EQUIPMENT PROPERLY STORED",1
Wholesale / Warehouse / Commissary,Risk 2 (Medium),pre_2018_code,70,NO SMOKING REGULATIONS,1
Wholesale / Warehouse / Commissary,Risk 1 (High),2018_code,43,IN-USE UTENSILS: PROPERLY STORED,1
School,Risk 1 (High),pre_2018_code,20,"INSIDE CONTAINERS OR RECEPTACLES: ADEQUATE NUMBER, PROPERLY COVERED AND INSECT/RODENT PROOF",1
Special Event / Venue,Risk 1 (High),pre_2018_code,10,"SEWAGE AND WASTE WATER DISPOSAL, NO BACK SIPHONAGE, CROSS CONNECTION AND/OR BACK FLOW",1
Mobile Food,Risk 2 (Medium),2018_code,35,APPROVED THAWING METHODS USED,1
Restaurant,Risk 2 (Medium),2018_code,42,WASHING FRUITS & VEGETABLES,1
Long Term Care / Health,Risk 2 (Medium),pre_2018_code,37,TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS,1
Mobile Food,Risk 1 (High),2018_code,55,"PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN",1
Catering / Banquet,Risk 3 (Low),pre_2018_code,2,FACILITIES TO MAINTAIN PROPER TEMPERATURE,1
Unknown,Risk 3 (Low),pre_2018_code,9,"WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE",1
Social Service / Shelter,Risk 2 (Medium),pre_2018_code,1,"SOURCE SOUND CONDITION, NO SPOILAGE, FOODS PROPERLY LABELED, SHELLFISH TAGS IN PLACE",1
Social Service / Shelter,Risk 1 (High),pre_2018_code,45,FOOD HANDLER REQUIREMENTS MET,1
Other,Risk 2 (Medium),2018_code,39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY",1
Childcare / Daycare,Risk 2 (Medium),pre_2018_code,8,"SANITIZING RINSE FOR EQUIPMENT AND UTENSILS: CLEAN, PROPER TEMPERATURE, CONCENTRATION, EXPOSURE TIME",1
Childcare / Daycare,Risk 1 (High),pre_2018_code,44,ONLY AUTHORIZED PERSONNEL IN THE FOOD-PREP AREA,1
Catering / Banquet,Risk 2 (Medium),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,1
Bar / Tavern / Liquor,Risk 1 (High),pre_2018_code,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE",1
School,Risk 3 (Low),pre_2018_code,45,FOOD HANDLER REQUIREMENTS MET,1
Restaurant,Risk 2 (Medium),2018_code,29,COMPLIANCE WITH VARIANCE/SPECIALIZED PROCESS/HACCP,1
Bar / Tavern / Liquor,Risk 1 (High),2018_code,37,FOOD PROPERLY LABELED; ORIGINAL CONTAINER,1
Convenience / Gas Station,Risk 3 (Low),pre_2018_code,27,"TOILET ROOMS ENCLOSED CLEAN, PROVIDED WITH HAND CLEANSER, SANITARY HAND DRYING DEVICES AND PROPER WASTE RECEPTACLES",1
Mobile Food,Risk 3 (Low),pre_2018_code,26,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED",1
Social Service / Shelter,Risk 3 (Low),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,1
Other,Risk 1 (High),pre_2018_code,2,FACILITIES TO MAINTAIN PROPER TEMPERATURE,1
Institutional Dining,Risk 1 (High),pre_2018_code,30,"FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED",1
Bar / Tavern / Liquor,Risk 2 (Medium),pre_2018_code,37,TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS,1
Unknown,Risk 1 (High),pre_2018_code,16,"FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION",1
Other,Risk 2 (Medium),pre_2018_code,34,"FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED",1
Special Event / Venue,Risk 2 (Medium),pre_2018_code,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE",1
Special Event / Venue,Risk 2 (Medium),2018_code,54,GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED,1
Special Event / Venue,Risk 3 (Low),2018_code,33,PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL,1
Other,Risk 1 (High),pre_2018_code,8,"SANITIZING RINSE FOR EQUIPMENT AND UTENSILS: CLEAN, PROPER TEMPERATURE, CONCENTRATION, EXPOSURE TIME",1
Wholesale / Warehouse / Commissary,Risk 1 (High),pre_2018_code,2,FACILITIES TO MAINTAIN PROPER TEMPERATURE,1
Wholesale / Warehouse / Commissary,Risk 3 (Low),pre_2018_code,27,"TOILET ROOMS ENCLOSED CLEAN, PROVIDED WITH HAND CLEANSER, SANITARY HAND DRYING DEVICES AND PROPER WASTE RECEPTACLES",1
Catering / Banquet,Risk 1 (High),pre_2018_code,27,"TOILET ROOMS ENCLOSED CLEAN, PROVIDED WITH HAND CLEANSER, SANITARY HAND DRYING DEVICES AND PROPER WASTE RECEPTACLES",1
Special Event / Venue,Risk 3 (Low),2018_code,39,"CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY",1
School,Risk 3 (Low),2018_code,61,SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC,1
Other,Risk 2 (Medium),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,1
Catering / Banquet,Risk 3 (Low),pre_2018_code,21,* CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED,1
School,Risk 3 (Low),2018_code,57,ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING,1
Wholesale / Warehouse / Commissary,Risk 3 (Low),pre_2018_code,20,"INSIDE CONTAINERS OR RECEPTACLES: ADEQUATE NUMBER, PROPERLY COVERED AND INSECT/RODENT PROOF",1
Special Event / Venue,Risk 2 (Medium),pre_2018_code,10,"SEWAGE AND WASTE WATER DISPOSAL, NO BACK SIPHONAGE, CROSS CONNECTION AND/OR BACK FLOW",1
Other,Risk 3 (Low),2018_code,56,ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED,1
Childcare / Daycare,Risk 3 (Low),2018_code,51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,1
Restaurant,Risk 3 (Low),2018_code,17,"PROPER DISPOSITION OF RETURNED, PREVIOUSLY SERVED, RECONDITIONED & UNSAFE FOOD",1
Wholesale / Warehouse / Commissary,Risk 1 (High),pre_2018_code,44,ONLY AUTHORIZED PERSONNEL IN THE FOOD-PREP AREA,1
Bakery,Risk 2 (Medium),2018_code,62,COMPLIANCE WITH CLEAN INDOOR AIR ORDINANCE,1
Other,Risk 2 (Medium),pre_2018_code,45,FOOD HANDLER REQUIREMENTS MET,1
Catering / Banquet,Risk 1 (High),2018_code,20,PROPER COOLING TIME AND TEMPERATURE,1
Social Service / Shelter,Risk 1 (High),2018_code,22,PROPER COLD HOLDING TEMPERATURES,1
Other,Risk 2 (Medium),pre_2018_code,37,TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS,1
Wholesale / Warehouse / Commissary,Risk 1 (High),pre_2018_code,14,"PREVIOUS SERIOUS VIOLATION CORRECTED, 7-42-090",1
Catering / Banquet,Risk 1 (High),pre_2018_code,4,"SOURCE OF CROSS CONTAMINATION CONTROLLED I.E. CUTTING BOARDS, FOOD HANDLERS, UTENSILS, ETC",1
Social Service / Shelter,Risk 1 (High),2018_code,1,"PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",1
Special Event / Venue,Risk 2 (Medium),pre_2018_code,14,"PREVIOUS SERIOUS VIOLATION CORRECTED, 7-42-090",1
Other,Risk 1 (High),pre_2018_code,36,"LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED",1
Convenience / Gas Station,Risk 2 (Medium),2018_code,53,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED",1
Catering / Banquet,Risk 3 (Low),pre_2018_code,12,"HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA",1
Catering / Banquet,Risk 1 (High),2018_code,45,SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED,1
Social Service / Shelter,Risk 2 (Medium),pre_2018_code,31,CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES,1
Grocery Store,Risk 2 (Medium),2018_code,9,NO BARE HAND CONTACT WITH RTE FOOD OR A PRE-APPROVED ALTERNATIVE PROCEDURE PROPERLY ALLOWED,1
Wholesale / Warehouse / Commissary,Risk 3 (Low),2018_code,51,PLUMBING INSTALLED; PROPER BACKFLOW DEVICES,1
Catering / Banquet,Risk 3 (Low),pre_2018_code,41,"PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING EQUIPMENT PROPERLY STORED",1
Convenience / Gas Station,Risk 2 (Medium),2018_code,59,PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED,1
Bar / Tavern / Liquor,Risk 3 (Low),2018_code,23,PROPER DATE MARKING AND DISPOSITION,1
Mobile Food,Risk 3 (Low),pre_2018_code,6,"HANDS WASHED AND CLEANED, GOOD HYGIENIC PRACTICES; NO BARE HAND CONTACT WITH READY-TO-EAT FOODS.",1
Other,Risk 1 (High),2018_code,48,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS",1
Convenience / Gas Station,Risk 3 (Low),2018_code,37,FOOD PROPERLY LABELED; ORIGINAL CONTAINER,1
School,Risk 2 (Medium),pre_2018_code,8,"SANITIZING RINSE FOR EQUIPMENT AND UTENSILS: CLEAN, PROPER TEMPERATURE, CONCENTRATION, EXPOSURE TIME",1
Convenience / Gas Station,Risk 2 (Medium),2018_code,8,HANDS CLEAN & PROPERLY WASHED,1
Wholesale / Warehouse / Commissary,Risk 3 (Low),2018_code,49,NON-FOOD/FOOD CONTACT SURFACES CLEAN,1
Bakery,Risk 1 (High),pre_2018_code,44,ONLY AUTHORIZED PERSONNEL IN THE FOOD-PREP AREA,1
School,Risk 1 (High),2018_code,64,MISCELLANEOUS / PUBLIC HEALTH ORDERS,1
Special Event / Venue,Risk 2 (Medium),pre_2018_code,31,CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES,1
Bar / Tavern / Liquor,Risk 1 (High),2018_code,56,ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED,1
Long Term Care / Health,Risk 1 (High),2018_code,30,PASTEURIZED EGGS USED WHERE REQUIRED,1
Bar / Tavern / Liquor,Risk 1 (High),2018_code,57,ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING,1
Long Term Care / Health,Risk 1 (High),2018_code,29,COMPLIANCE WITH VARIANCE/SPECIALIZED PROCESS/HACCP,1
Bar / Tavern / Liquor,Risk 2 (Medium),pre_2018_code,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE",1
Social Service / Shelter,Risk 2 (Medium),pre_2018_code,11,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED",1
Social Service / Shelter,Risk 1 (High),pre_2018_code,11,"ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED",1
Wholesale / Warehouse / Commissary,Risk 2 (Medium),pre_2018_code,29,PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090,1
